,date-time,open_price,high_price,low_price,close_price,volume
0,2023-03-14 00:00:00+00:00,1681.93,1688.3,1672.1,1676.49,8843.165993360002
1,2023-03-14 01:00:00+00:00,1676.49,1686.0,1670.0,1684.56,6320.830728019999
2,2023-03-14 02:00:00+00:00,1684.26,1692.23,1673.57,1676.25,10817.09368643
3,2023-03-14 03:00:00+00:00,1676.42,1687.0,1673.5,1686.02,9007.11507138
4,2023-03-14 04:00:00+00:00,1683.1,1686.89,1650.45,1685.06,13505.217975570009
5,2023-03-14 05:00:00+00:00,1685.03,1703.0,1671.4,1681.7,10958.591839899995
6,2023-03-14 06:00:00+00:00,1681.7,1688.4,1675.2,1680.7,7277.847631430002
7,2023-03-14 07:00:00+00:00,1683.0,1687.38,1665.3,1678.23,7031.298543429999
8,2023-03-14 08:00:00+00:00,1678.23,1681.16,1661.1,1676.64,9968.143035169996
9,2023-03-14 09:00:00+00:00,1676.49,1677.8,1665.7,1675.28,8377.973289300002
10,2023-03-14 10:00:00+00:00,1676.28,1691.92,1668.9,1690.03,8441.12856565
11,2023-03-14 11:00:00+00:00,1689.95,1698.4,1678.1,1691.93,22093.526336290008
12,2023-03-14 12:00:00+00:00,1691.39,1750.0,1677.12,1746.5,64015.85096521004
13,2023-03-14 13:00:00+00:00,1745.52,1776.0,1730.0,1741.17,58505.28744580993
14,2023-03-14 14:00:00+00:00,1741.15,1785.18,1728.7,1768.51,30484.293652749988
15,2023-03-14 15:00:00+00:00,1766.58,1783.77,1761.5,1773.9,32457.818193260002
16,2023-03-14 16:00:00+00:00,1776.0,1787.74,1755.3,1770.26,31184.17598204999
17,2023-03-14 17:00:00+00:00,1770.35,1773.39,1752.6,1760.85,17396.3404995
18,2023-03-14 18:00:00+00:00,1760.67,1763.1,1729.71,1730.89,23633.279941350007
19,2023-03-14 19:00:00+00:00,1731.8,1741.75,1690.28,1725.3,48463.45343922999
20,2023-03-14 20:00:00+00:00,1725.99,1733.18,1697.52,1706.54,26771.24990445999
21,2023-03-14 21:00:00+00:00,1706.5,1709.19,1665.86,1702.38,29635.197730990003
22,2023-03-14 22:00:00+00:00,1700.3,1715.87,1694.79,1705.8,11729.069739269999
23,2023-03-14 23:00:00+00:00,1705.9,1713.25,1700.9,1704.95,10221.837863250006
