,date-time,open_price,high_price,low_price,close_price,volume
0,2023-03-14 00:00:00+00:00,0.999,0.9992,0.999,0.999,1218521.2314647299
1,2023-03-14 01:00:00+00:00,0.9991,0.9992,0.999,0.9991,1459872.0625557802
2,2023-03-14 02:00:00+00:00,0.9991,0.9993,0.999,0.9992,2188143.4800830786
3,2023-03-14 03:00:00+00:00,0.9992,0.9994,0.9992,0.9993,2800380.092775299
4,2023-03-14 04:00:00+00:00,0.9993,0.9994,0.9992,0.9994,1048280.94922862
5,2023-03-14 05:00:00+00:00,0.9993,0.9995,0.9992,0.9993,1322167.5096742997
6,2023-03-14 06:00:00+00:00,0.9993,0.9995,0.9993,0.9993,918173.76509353
7,2023-03-14 07:00:00+00:00,0.9993,0.9995,0.9992,0.9992,2223635.3895256505
8,2023-03-14 08:00:00+00:00,0.9992,0.9993,0.9991,0.9992,3555580.7170003406
9,2023-03-14 09:00:00+00:00,0.9992,0.9994,0.9988,0.9989,10071988.94125316
10,2023-03-14 10:00:00+00:00,0.9989,0.9993,0.9989,0.9991,17874520.97423339
11,2023-03-14 11:00:00+00:00,0.9992,1.0,0.9991,0.9995,16391933.177805489
12,2023-03-14 12:00:00+00:00,0.9995,0.9998,0.9993,0.9995,7779368.230056129
13,2023-03-14 13:00:00+00:00,0.9995,0.9995,0.9986,0.9987,8673966.94636526
14,2023-03-14 14:00:00+00:00,0.9987,0.9992,0.9985,0.9989,15137471.335990917
15,2023-03-14 15:00:00+00:00,0.9989,0.9991,0.9979,0.9988,29491701.167989068
16,2023-03-14 16:00:00+00:00,0.9989,0.9995,0.9988,0.9994,14773981.20642502
17,2023-03-14 17:00:00+00:00,0.9994,0.9997,0.9992,0.9995,15175421.722236192
18,2023-03-14 18:00:00+00:00,0.9996,0.9997,0.9993,0.9996,11133076.29026218
19,2023-03-14 19:00:00+00:00,0.9996,0.9997,0.9994,0.9994,5136067.103504052
20,2023-03-14 20:00:00+00:00,0.9993,0.9993,0.998,0.9992,5663990.34570439
21,2023-03-14 21:00:00+00:00,0.9992,0.9994,0.9989,0.9989,2606293.17730142
22,2023-03-14 22:00:00+00:00,0.9989,0.9993,0.9989,0.9992,1667187.7020727796
23,2023-03-14 23:00:00+00:00,0.9992,0.9996,0.9991,0.9996,1022471.659455
24,2023-03-15 00:00:00+00:00,0.9996,0.9996,0.9993,0.9993,133093.56269562998
25,2023-03-15 01:00:00+00:00,0.9993,0.9994,0.999,0.999,882706.8386975399
26,2023-03-15 02:00:00+00:00,0.999,0.999,0.996,0.9983,1497272.1932835304
27,2023-03-15 03:00:00+00:00,0.9983,0.9992,0.9983,0.999,1274744.1741608398
28,2023-03-15 04:00:00+00:00,0.999,0.9991,0.9989,0.9989,382751.2074414801
29,2023-03-15 05:00:00+00:00,0.9989,0.999,0.998,0.9989,408303.25094361
30,2023-03-15 06:00:00+00:00,0.9989,0.9993,0.9989,0.9993,1482588.6512858192
31,2023-03-15 07:00:00+00:00,0.9993,0.9993,0.9992,0.9993,414958.65452165
32,2023-03-15 08:00:00+00:00,0.9993,0.9996,0.9992,0.9994,2679979.853538449
33,2023-03-15 09:00:00+00:00,0.9993,0.9994,0.9992,0.9993,1717578.70431703
34,2023-03-15 10:00:00+00:00,0.9994,0.9994,0.999,0.9991,4170258.3212014195
35,2023-03-15 11:00:00+00:00,0.9991,0.9997,0.999,0.9993,9814581.268357407
36,2023-03-15 12:00:00+00:00,0.9993,0.9997,0.9991,0.9996,8458502.482980104
37,2023-03-15 13:00:00+00:00,0.9996,0.9998,0.9993,0.9993,5164501.570631
38,2023-03-15 14:00:00+00:00,0.9993,0.9997,0.9991,0.9994,30390339.746740468
39,2023-03-15 15:00:00+00:00,0.9993,0.9996,0.9991,0.9993,24924858.16788444
40,2023-03-15 16:00:00+00:00,0.9993,0.9995,0.9992,0.9995,13156385.78996599
41,2023-03-15 17:00:00+00:00,0.9994,0.9995,0.9994,0.9994,2747875.609956527
42,2023-03-15 18:00:00+00:00,0.9994,0.9996,0.9991,0.9995,10456552.666393522
43,2023-03-15 19:00:00+00:00,0.9995,0.9996,0.9994,0.9996,14548483.238200787
44,2023-03-15 20:00:00+00:00,0.9996,0.9997,0.9994,0.9997,8832283.409503516
45,2023-03-15 21:00:00+00:00,0.9996,0.9997,0.9995,0.9995,591244.09667942
46,2023-03-15 22:00:00+00:00,0.9996,0.9996,0.9994,0.9996,1610097.9237774902
47,2023-03-15 23:00:00+00:00,0.9996,0.9996,0.9995,0.9996,3072072.227006959
48,2023-03-16 00:00:00+00:00,0.9996,1.0,0.9996,0.9996,2475518.945603909
49,2023-03-16 01:00:00+00:00,0.9996,1.0,0.9994,0.9999,4179493.7760898406
50,2023-03-16 02:00:00+00:00,0.9999,1.0,0.9995,0.9997,2297915.083069857
51,2023-03-16 03:00:00+00:00,0.9997,0.9999,0.9996,0.9998,3653224.606275932
52,2023-03-16 04:00:00+00:00,0.9998,0.9999,0.9997,0.9999,2203064.98399614
53,2023-03-16 05:00:00+00:00,0.9999,0.9999,0.9998,0.9998,1201007.0136444597
54,2023-03-16 06:00:00+00:00,0.9998,0.9999,0.9997,0.9997,1099269.7108287197
