,date-time,liquidityRate_avg,variableBorrowRate_avg,utilizationRate_avg,stableBorrowRate_avg
0,2023-06-28 12:00:00,2.454615226176e-05,0.0006114927017544,0.007517251111111111,0.045157113747853424
1,2023-06-28 13:00:00,0.00169734829347216,0.00516544484294304,0.33474045333333335,0.05481007112500481
2,2023-06-28 14:00:00,0.01673085690688644,0.02743141476872592,0.46693144249999996,0.08131971031170669
3,2023-06-28 15:00:00,0.012195375863933879,0.02378898802380636,0.6118316333333333,0.07661784219291652
4,2023-06-28 16:00:00,0.013965243350857201,0.0242962900059744,0.5983881033333334,0.07833995595675912
5,2023-06-28 17:00:00,0.0073746568984032,0.020468500071123597,0.40217764666666667,0.06722131124213904
6,2023-06-28 18:00:00,0.0481868541058968,0.00993589116763932,0.39420136166666664,0.06683931817432281
7,2023-06-28 19:00:00,0.0027323979311142,0.007216622047053,0.41520762666666666,0.06804567425928118
8,2023-06-28 20:00:00,0.01331306437036788,0.02541336174364572,0.5186978125,0.07287379222320212
9,2023-06-28 21:00:00,0.01991850502209912,0.028375093157996162,0.7808219433333333,0.08736318630021961
10,2023-06-28 22:00:00,0.02184606483970356,0.030628802112418082,0.7914239058333333,0.0884540955846238
11,2023-06-28 23:00:00,0.0038011014887781597,0.00523203752560968,0.7394896516666666,0.08608291740947188
12,2023-06-29 00:00:00,0.02928048456402828,0.04447975767168852,0.7378904574999999,0.08590103751629606
13,2023-06-29 01:00:00,0.013330425375535679,0.0198401480071344,0.7502518941666666,0.0865336304574389
14,2023-06-29 02:00:00,0.029343608248299836,0.04237230718396908,0.7675139566666666,0.08722643907940508
15,2023-06-29 03:00:00,0.00742808550738096,0.01037796958896768,0.80677267,0.09009983902750411
16,2023-06-29 04:00:00,0.04176449223034104,0.057318526933223764,0.8068342350000001,0.09008262665722543
17,2023-06-29 05:00:00,0.01593142063326432,0.022498313011990203,0.7486371799999999,0.08692304076326933
18,2023-06-29 06:00:00,0.018171675506076842,0.02778881173987716,0.7281166083333334,0.08571309689735439
19,2023-06-29 07:00:00,0.00928913130637416,0.01405671291778104,0.7412731333333333,0.08599604428243322
20,2023-06-29 08:00:00,0.0297435958882848,0.0439342919514144,0.7570387833333333,0.08623924968916397
21,2023-06-29 09:00:00,0.0114521111207046,0.0167751055313298,0.7576496466666667,0.08667366886777471
22,2023-06-29 10:00:00,0.02414562919758396,0.03547528418403972,0.7565274441666667,0.08700737689444316
23,2023-06-29 11:00:00,0.005061829070486521,0.00717538956323004,0.7658088616666667,0.087461594816001
24,2023-06-29 12:00:00,0.03971322405504144,0.05545708867627921,0.80357287,0.08863735546354361
25,2023-06-29 13:00:00,0.01835995850229528,0.02584112498153172,0.8002945575,0.08889269288881997
26,2023-06-29 14:00:00,0.00314886087588096,0.0044921973399552,0.7869650299999998,0.0880143621541795
27,2023-06-29 15:00:00,0.00314886087588096,0.0044921973399552,0.7869650299999998,0.0880143621541795
